The Lounge Cafe,"Welford Centre 113 Chalkhill Road The Welford Centre, London HA9 9FX England",+44 7771 730946,http://www.facebook.com/loungecafewembley/,£2 - £8,British,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Room 43 Bar & Kitchen,"43 Lavender Hill, London SW11 5QW England",+44 20 7924 3360,http://www.room43.co.uk/,£7 - £22,"Mediterranean, Middle Eastern, Persian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
London Shell Co. Aboard The Prince Regent,"Sheldon Square Regent's Canal, London W2 6EP England",+44 7553 033636,http://www.londonshellco.com/,£45 - £100,"Seafood, British",Gluten Free Options
Dobar,"324A Green Lanes, London N4 1BX England",+44 20 7686 3257,http://www.dobar.co.uk,£5 - £14,"Cafe, European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Angus Steakhouse Bond St,"10 Woodstock St, Mayfair, London W1C 2AD England",+44 20 7629 4175,http://www.angussteakhouse.co.uk/?fbclid=IwAR0K-7tnGGxApn8aF4SeNdRhdv7Nss-bRA1UsSuZy7NR2ovQKTjon2hRLjk#our-restaurants,"Steakhouse, European",Gluten Free Options,"Lunch, Dinner"
L'Angolo Bianco,"49 Crawford Street Marylebone, London W1H 1JZ England",+44 20 7724 5888,http://www.facebook.com/pages/Langolo-Bianco/102176103210608,"Italian, European, Cafe","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Breakfast, Brunch"
The Spice Indian Restaurant,"161 Fortess Road, London NW5 2HR England",+44 20 7267 7430,http://www.thespice-nw5.co.uk/,"Indian, Asian, Balti, Bangladeshi","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",Dinner
Indian Lounge,"343 Gray's Inn Road Wc1 X8px, London WC1X 8PX England",+44 20 7837 8398,http://www.indianloungelondon.co.uk,"Indian, Asian, Healthy, Balti, Bangladeshi","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Brunch, Late Night"
MAP Maison,"321 Kingsland Road, London E8 4DL England",+44 20 7241 1441,http://www.mapmaison.com,£6 - £15,International,"Vegan Options, Gluten Free Options"
Wild Thyme,"2B Thorpebank Road, London W12 0PQ England",+44 20 8354 9321,http://www.wildthymelondon.com,,,
Hot Stone Fitzrovia,"3 Windmill Street, London W1T 2HY England",+44 20 7419 0305,http://hotstonelondon.com/fitzrovia/,"Japanese, Steakhouse, Sushi, Asian","Dinner, Lunch","Reservations, Table Service, Gift Cards Available"
The Shell,"124 Southampton Row, London WC1B 5AA England",+44 20 8075 7500,http://www.theshellseafood.com/,,,
Cafe de Provence,"14 Drury Lane Covent Garden, London WC2B 5RB England",+44 20 7497 2757,http://www.facebook.com/cafedeprovencelondon/,,,
Fishcotheque,"79A Waterloo Road, London SE1 8UD England",+44 20 7803 9892,http://www.fishcotheque.co.uk/,"Seafood, Fast Food, British","Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service"
The Banc,"261-263 West Green Road, London N15 3BH England",+44 20 8888 8898,http://www.thebanc.co.uk,,,
Cafe Amisha,"Amisha Court 161 Grange Road Southwark, London SE1 3GH England",+44 20 7231 7151,http://www.cafeamisha.co.uk/,,,
La Roche,"40 St. Martin's Lane Covent Garden, London WC2N 4ER England",+44 20 7240 8076,http://www.la-roche-london.co.uk/,£5 - £25,"European, Healthy","Vegetarian Friendly, Vegan Options"
The Chelsea Corner,"451 Fulham Road, London SW10 9UZ England",+44 20 3055 0088,http://www.thechelseacorner.com/,,,
The Seafood Bar,"77 Dean St Soho, London W1D 3SH England",+44 20 4525 0733,http://www.theseafoodbar.com/london?utm,Seafood,"Lunch, Dinner, Drinks","Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Full Bar, Accepts Mastercard, Accepts Visa"
Myrtle Restaurant,"1A Langton Street, London SW10 0JL England",+44 20 7352 2411,http://www.myrtlerestaurant.com,£30 - £80,"Irish, European",
The Jasmine by Spice Nouv-Oh!,"331 The Broadway Bexleyheath, London DA6 8DT England",+44 20 8616 0880,http://spicenouvoh.co.uk,,,
Sky Pod Bar,"1 Sky Garden Walk Sky Garden, London EC3M 8AF England",+44 333 772 0020,http://skygarden.london/restaurants/sky-pod-bar/,"Bar, British",Vegetarian Friendly,
Brasserie Lutetia,"68 Regent Street At Hotel Café Royal, London W1B 4DY England",+44 20 4571 6745,http://www.hotelcaferoyal.com/brasserie-lutetia-at-cafe-royal,"French, Contemporary, Seafood, European","Lunch, Dinner","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Family style, Non-smoking restaurants"
Bustronome,"Coach Bay 40B, Victoria Embankment, London WC2N 6PB England",+44 20 3744 5554,http://www.bustronome.com/en/,£65 - £150,"French, European, Healthy, Contemporary, Fusion","Vegetarian Friendly, Vegan Options"
The Cocktail Trading Company,"68 Bethnal Green Road, London E1 6GQ England",+44 20 7427 6097,http://www.thecocktailtradingco.co.uk/about,Drinks,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Live Music",
Bar 61 Restaurant,"61A Streatham Hill, London SW2 4TX England",+44 20 8671 0444,http://www.bar61.com/,£16 - £29,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Zeret Kitchen,"216-218 Camberwell Road, London SE5 0ED England",+44 20 7701 8587,http://zeretkitchen.co.uk,"African, Ethiopian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night"
The Clink Restaurant,"Brixton Jebb Avenue Brixton, London SW2 5XF England",+44 20 8678 9007,http://theclinkcharity.org/restaurants/brixton,£20 - £40,"European, British, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Core by Clare Smyth,"92 Kensington Park Road Notting Hill, London W11 2PN England",+44 20 3937 5086,http://www.corebyclaresmyth.com,,,
L'amour,"238/240 Munster Road Fulham, London SW6 6BA England",+44 20 3754 8654,http://www.lamourrestaurant.co.uk/,£14 - £26,"French, Contemporary, Pub, Fusion, Diner, Gastropub",Vegetarian Friendly
Double J's Cafe,"333 Euston Road, London NW1 3AD England",+44 20 7388 1212,http://www.doublejscafe.com/,"Cafe, British","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch"
Richard's Kitchen,"16A Tooting Bec Road, London SW17 8BD England",+44 20 8767 0238,http://www.richards-kitchen.com/,,,
The Wine Place Covent Garden,"33, The Market Building Covent Garden, London WC2E 8BE England",+44 20 7240 7887,http://www.italianwines.com/,,,
Steak And Lobster Marble Arch,"19-25 Granville Place Radisson Blu Edwardian Sussex Hotel, London W1H 6PA England",+44 20 7666 2690,http://www.steakandlobster.com/?utm,£15 - £35,"Steakhouse, Seafood, European","Vegetarian Friendly, Gluten Free Options"
The Hayden,"65 Westbourne Grove, London W2 4UJ England",+44 20 7229 2233,http://www.haydennottinghill.com,"Bar, European, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
Junsei,"132 Seymour Place Marleybone, London W1H 1NS England",+44 20 7723 4058,http://www.junsei.co.uk,£35 - £55,"Japanese, Barbecue, Asian, Healthy, Dining bars","Lunch, Dinner"
"Indian Express, West Kensington","3 North End Parade West Kensington, London W14 0SJ England",+44 20 7610 1777,http://indianexpressonline.co.uk/,"Indian, Asian, Balti","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night"
Oliveira Kitchen,"80 Paul Street, London EC2A 4NE England",+44 20 7729 0481,http://www.oliveira.kitchen,£16 - £25,"Healthy, French, International, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Flour To The People!,"573 Battersea Park Road, London SW11 3BJ England",+44 20 7228 5672,http://www.flour2people.co.uk/,£8 - £14,Pizza,"Vegan Options, Gluten Free Options"
Bella Roma - Italian Restaurant,"13 Lewis Grove, London SE13 6BG England",+44 20 8852 5787,http://www.bellaromalewisham.com/?utm,,,
Yuu Kitchen,"29 Commercial Street, London E1 6NE England",+44 20 7377 0411,http://www.yuukitchen.com,,,
STK Steakhouse Strand,"336-337 Strand ME London Hotel, London WC2R 1HA England",+44 20 3137 2520,http://stksteakhouse.com/venues/london-strand/,,,
Khan's of Kensington,"3 Harrington Road South Kensington, London SW7 3ES England",+44 20 7584 4114,http://khansofkensington.co.uk,£11 - £45,"Indian, Asian, Healthy","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Amber Restaurant,"21 Piazza Walk Goodman's Fields, London E1 8QH England",+44 20 7702 0700,,,,
The Prince of Greenwich Pub,"72 Royal Hill Greenwich, London SE10 8RT England",+44 7940 596381,http://www.theprinceofgreenwichpub.com/,,,
Chez Abir Restaurant,"34 Blythe Road, London W14 0HA England",+44 20 7603 3241,http://www.chezabir-restaurant.com,£7 - £15,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Moira Restaurant,"2 Mastmaker Road, London E14 9AW England",+44 20 7538 9001,http://www.moirarestaurant.com/,£5 - £18,"Mediterranean, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Maharaja of India,"19A Charing Cross Road, London WC2H 0ET England",+44 7427 316019,http://www.maharaja-of-india.co.uk,,,
Alcedo Bistro & Bar,"237 Holloway Road, London N7 8HG England",+44 20 7998 7672,http://www.facebook.com/pages/category/Breakfast---Brunch-Restaurant/Alcedo-Bistro-Bar-1781956152048787/,£6 - £28,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Hiba Street,"10 Tottenham Street Between Goodge Street Station and Warren Tube Station, London W1T 4RD England",+44 20 7636 6735,http://www.hiba-express.co.uk/hiba-street/,£5 - £15,"Lebanese, Mediterranean, Street Food, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Figo Leyton,"264 High Road Leyton, London E10 5PW England",+44 20 8262 3128,http://figorestaurant.co.uk/ley,"Italian, Central-Italian, Sicilian, Southern-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Breakfast"
Sanjugo London,"35 Scrutton Street Shoreditch, London EC2A 4HU England",+44 20 7613 3225,http://www.sanjugo.co.uk,£5 - £10,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Yucca,"496 Fulham Road Fulham, London SW6 5NH England",+44 20 3080 0881,http://www.yucca-fulham.com,"Mexican, Latin","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch"
Goddard & Gibbs,"100 Shoreditch High Street, London E1 6HU England",+44 20 7613 9802,http://www.goddardandgibbs.com/,£15 - £50,"British, Seafood, European, Wine Bar, Dining bars","Lunch, Dinner, Drinks"
Liman Restaurant,"60 Penton Street The Angel, London N1 9PZ England",+44 20 3583 6442,http://www.liman.co.uk/,£10 - £23,"Mediterranean, European, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Daphne Restaurant,"83 Bayham Street, London NW1 0AG England",+44 20 7267 7322,http://www.daphne-restaurant.com,,,
Tower Tandoori,"74-76 Tower Bridge Road, London SE1 4TP England",+44 20 7237 2247,http://WWW.TOWERTANDOORI.CO.UK,,,
Mio Restaurant,"58 Great Peter Street, London SW1P 2HD England",+44 20 7222 0058,http://www.facebook.com/Mioitalian/,,,
Knife Restaurant,"160 Clapham Park Road, London SW4 7DE England",+44 20 7627 6505,http://kniferestaurant.co.uk/,£10 - £30,"Steakhouse, British",Gluten Free Options
STK Steakhouse London - Westminster,"30 John Islip St Westminster 30, London SW1P 4DD England",+44 20 7233 7575,http://stksteakhouse.com/venues/westminster/,£20 - £200,"Steakhouse, Seafood","Lunch, Dinner, Drinks"
E Pellicci,"E E 332 Bethnal Green Road, London E2 0AG England",+44 20 7739 4873,http://epellicci.co.uk/,,,
Magic Falafel,"Unit 312-313, Camden Market, London NW1 8AH England",+44 7482 646499,http://magicfalafel.co.uk,,,
215 Hackney,"215 Stoke Newington High Street, London N16 0LH England",+44 20 7254 5199,http://www.215hackney.co.uk,£5 - £12,"Middle Eastern, Cafe, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Tonis Amalfi,"123 Queenstown Road, London SW8 3RH England",+44 20 3583 4830,http://www.tonisamalfi.co.uk,,,
The Monsoon,"78 Brick Lane, London E1 6RL England",+44 20 7375 1345,http://www.themonsoonatbricklane.co.uk,£12 - £30,"Indian, Asian, Balti, Bangladeshi","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Oi Vita Pizzeria,"67 Newington Green Road, London N1 4QU England",+44 20 3302 8700,http://oivita.london/,£4 - £17,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Sitara,"784 Holloway Road Archway, London N19 3JH England",+44 20 7281 0648,http://www.sitaralondon.com,Indian,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",Dinner
The Drift,"110 Bishopsgate Salesforce Tower, London EC2N 4AY England",+44 20 3004 4969,http://drakeandmorgan.co.uk/the-drift,£8 - £25,"Bar, International, European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Anjanaas,"57-59 Willesden Lane Kilburn, London NW6 7RL England",+44 20 7624 1713,http://www.anjanaas.com,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Magenta,"23 Euston Road, London NW1 2SD England",+44 20 3146 0222,http://www.magentarestaurant.co.uk,,,
28-50 Wine Workshop & Kitchen South Kensington,"96 Draycott Avenue South Kensington, London SW3 3AD England",+44 20 7499 1076,http://2850southken.co.uk,£26 - £40,"French, European, Wine Bar, Central European, Seafood","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Bury Court,"The Baltic Exchange 38 St. Mary Axe, London EC3A 8EX England",+44 20 7929 6660,http://www.facebook.com/BuryCourt.London/,,,
Sushi Tetsu,"12 Jerusalem Passage, London EC1V 4JP England",+44 20 3217 0090,http://www.facebook.com/sushitetsulondon/,"Japanese, Seafood, Sushi, Asian",Gluten Free Options,Dinner
Lentil,"185 South Ealing Road, London W5 4RH England",+44 20 8560 5900,http://www.facebook.com/pages/Lentil/1074685759224724?sk=timeline,"Indian, Asian, Nepali","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Radicals and Victuallers,"59 Upper Street, London N1 0NY England",+44 20 7704 7691,http://www.radicalsandvictuallers.co.uk/,,,
Oaka at the Mansion House,"48 Kennington Park Road, London SE11 4RS England",+44 20 7582 5599,http://www.oakalondon.com/,£4 - £17,"Bar, Asian, International, Thai","Vegetarian Friendly, Vegan Options"
Mildreds Camden,"9 Jamestown Road, London NW1 7BW England",+44 20 7482 4200,http://www.mildreds.co.uk,£5 - £25,"British, Healthy, International","Vegan Options, Vegetarian Friendly, Gluten Free Options"
Osteria Napoletana,"186 Kensington Park Road, London W11 2ES England",+44 20 7221 0154,http://osterianapoletana.co.uk,,,
KataKata,"132 Brixton Hill, London SW2 1RS England",+44 7534 329883,http://www.katakatabrixton.com,£4 - £8,"African, Cafe, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Nepal Authentic Dining,"121 Uxbridge Road, London W12 8NL England",+44 20 8740 7551,http://NepalRestaurant.co.uk,£15 - £22,"Indian, Asian, Nepali","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Cafe Van Gogh,"88 Brixton Road Christ church, London SW9 6BE England",+44 20 3903 9232,http://Www.cafevangogh.co.uk,£3 - £14,"Cafe, European, British, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Masala,"88 Brick Lane, London E1 6RL England",+44 20 7539 9448,http://masalabricklane.co.uk/,£15 - £25,Indian,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Leicester Square Kitchen,"31-36 Leicester Square, London WC2H 7LH England",+44 20 7666 0902,http://www.thekitchensrestaurants.co.uk/leicester-square-kitchen?utm,,,
taNgia,"108 Mitcham Road Tooting Broadway, London SW17 9NG England",+44 20 3774 0779,http://www.tangia.co.uk,£10 - £25,Mediterranean,"Vegetarian Friendly, Vegan Options, Halal"
Blacklock Soho,"24 Great Windmill Street Soho, London W1D 7LG England",+44 20 3441 6996,http://theblacklock.com,,,
Wassouf Lounge,"4-5 North End Parade West Kensington, London W14 0SJ England",+44 20 7348 3697,http://www.wassouflounge.com,£5 - £25,"Lebanese, Middle Eastern, Mediterranean","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Bella Italia South Kensington,"60 Old Brompton Road, London SW7 3DY England",+44 20 3004 0651,http://www.bellaitalia.co.uk/italian-restaurant/london/south-kensington,,,
Steak and Company - Piccadilly Circus,"24 Haymarket Piccadilly Circus, London SW1Y 4DG England",+44 20 7930 8544,http://www.steakandcompany.co.uk,£17 - £79,"Grill, Diner, Steakhouse, British","Vegetarian Friendly, Gluten Free Options"
Rock Star Sushi Bar,"Merton Abbey Mills - Watermill Way Unit 5, The Long Shop, London SW19 2RD England",+44 7473 100008,http://www.rockstarsushibar.com,£30 - £60,Sushi,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Monkey Temple,"92 Askew Road, London W12 9BL England",+44 20 8743 4597,http://monkeytempleonline.co.uk/,,,
Chez Antoinette Victoria,"22 Palmer Street Off Victoria Street and close to St James Park Station, London SW1H 0PH England",+44 20 3990 5377,http://www.chezantoinette.co.uk/,£5 - £13,"French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Fine Foods,"218 Long Lane, London SE1 4QB England",+44 20 7403 7513,http://www.finefoodse1.co.uk/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner"
Tomo Pizzeria & Restaurant,"88 High Street, London N8 7NU England",+44 20 8348 0099,http://www.tomopizzeria.com/,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Drinks, Lunch, Dinner"
Tattu London,"The Now Building Rooftop, Outernet, Denmark Place, London WC2H 0LA England",+44 20 3778 1985,http://www.tattulondon.com,,,
Tanakatsu,"10 Wakley Street, London EC1V 7LT England",+44 121 389 4111,http://tanakatsu.co.uk,,,
Shahi Pakwaan,"25 Aylmer Parade, Aylmer Road,East Finchely, London N2 0PE England",+44 20 8341 1111,http://shahipakwaan.co.uk,£20 - £35,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Iran Restaurant,"27 Shepherd Market Mayfair, London W1J 7PR England",+44 20 7409 3337,http://www.iranrestaurant.co.uk,£39 - £39,"Healthy, Middle Eastern, Persian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Frog By Adam Handling,"34-38 Southampton Street Covent Garden, London WC2E 7HG England",+44 20 7199 8370,http://www.frogbyadamhandling.com/,,,
Anokhi Indian Fine Dining Restaurant,"757 Green Lanes Winchmore Hill, London N21 3SA England",+44 20 8360 4144,http://www.anokhi-restaurant.co.uk/,£7 - £20,"Indian, Asian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Home SW15,"146 Upper Richmond Road, London SW15 2SW England",+44 20 8780 0592,http://homeSW15.com,£10 - £32,"British, Healthy, European","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Treves & Hyde,"15/17 Leman Street Aldgate, London E1 8EN England",+44 20 3621 8900,http://www.facebook.com/TrevesandHyde/,,,
Cirrik 19 Numara Bos,"34 Stoke Newington Road, London N16 7XJ England",+44 20 7249 0400,http://www.cirrik.co.uk,,,
Awesome Thai #Barnes,"68 Church Road Barnes, London SW13 0DQ England",+44 20 8563 7027,http://www.awesomethai.co.uk,£8 - £24,"Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Trattoria Raffaele,"94 Sydenham Road, London SE26 5JX England",+44 20 8778 6262,http://trattoriaraffaele.com/,,,
Ormer Mayfair,"7-12 Half Moon Street Flemings Mayfair Hotel, London W1J 7BH England",+44 20 7016 5601,http://www.flemings-mayfair.co.uk/fine-dining-london/ormer-mayfair-restaurant,,,
Hard Rock Cafe Piccadilly Circus,"225-229 Piccadilly Criterion Building, London W1J 9HR England",+44 20 7287 4600,http://www.hardrockcafe.com/location/piccadilly-circus/#utm,£20 - £50,"American, British, Canadian, Central American","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Filika Restaurant,"62 High Street Wanstead Wanstead, London E11 2RJ England",+44 20 8530 1333,http://www.filikarestaurant.co.uk,,,
Hazara,"44 Belsize Lane, London NW3 5AR England",+44 20 7433 1147,http://hazara.co.uk,,,
Caminata,"96 Bedford Hill Balham, London SW12 9HR England",+44 20 8772 0701,http://www.caminata.co.uk,£14 - £28,"Italian, Pizza, European, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
EaTurkish,"172 Woolwich Road, London SE7 7RA England",+44 20 8465 5522,http://www.eaturkish.co.uk/,"Fast Food, Mediterranean, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner"
The Five Fields,"8-9 Blacklands Terrace, London SW3 2SP England",+44 20 7838 1082,http://www.fivefieldsrestaurant.com/,£85 - £120,"European, British, Contemporary",
Humble Grape Battersea,"2 Battersea Rise, London SW11 1ED England",+44 20 3620 2202,http://www.humblegrape.co.uk/battersea,,,
mallow,"1 Cathedral Street Borough Market, London SE1 9DE England",+44 20 7846 8785,http://www.mallowlondon.com/,,,
Memories of India Kensington,"18 Gloucester Road Kensington, London SW7 4RB England",+44 20 7589 6450,http://www.memoriesofindia.com,£18 - £29,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Chojo,"16 Garway Road, London W2 4NH England",+44 20 3286 8286,http://www.chojo.co.uk,£15 - £90,"Chinese, Taiwanese, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Barge East Restaurant,"Whitepost Lane River Lee, Sweetwater Mooring, Hackney Wick, London E9 5EN England",+44 20 3026 2807,http://www.bargeeast.com,,,
Fast Break,"113 Old Street, London EC1V 9JR England",+44 20 7253 3655,http://www.facebook.com/FeastontheBreak/,,,
Grato,"9 Kensington Square, London W8 5EP England",+44 20 3371 9338,http://gratolondon.com,£5 - £25,"Italian, Mediterranean, Tuscan, Central-Italian, Northern-Italian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Hungry Turtle,"1 Walham Green Court, London SW6 2DH England",+44 7889 629291,http://hungryturtle.co.uk,£9 - £15,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options"
Pizza Union Holborn,"1 New Oxford Street, London WC1A 1NU England",,http://pizzaunion.com,"Italian, Pizza, Fast Food",Vegetarian Friendly,"Dinner, Lunch"
"The Vincent Rooms Brasserie, Bar & Escoffier Restaurant","76 Vincent Square Westminster Kingsway College, London SW1P 2PD England",+44 20 7802 8391,http://www.thevincentrooms.co.uk/,£15 - £35,"European, British, International, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Everest Inn - Blackheath Village,"41 Montpelier Vale Blackheath, Village, London SE3 0TJ England",+44 20 8852 7872,http://www.everestinn.co.uk/blackheath/,£20 - £49,"Indian, Asian, Nepali","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Peninsula Restaurant,"The 2 1 Waterview Drive 2nd Floor, London SE10 0TW England",+44 20 8463 6868,http://www.peninsula-restaurant.com,£28 - £60,"European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Miller & Carter,"87 Muswell Hill Broadway, London N10 3HA England",+44 20 8883 7382,http://www.millerandcarter.co.uk/restaurants/london/millerandcartermuswellhill,,,
Volare,"167 Bowes Road, London N11 2JA England",+44 20 3105 2662,http://www.volarelondon.com,"Spanish, Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch"
JW Steakhouse,"Grosvenor House 86-90 Park Lane JW Marriott Grosvenor House, London W1K 7TN England",+44 20 7399 8460,http://www.jwsteakhouse.co.uk/,£30 - £71,"American, Steakhouse, British","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Limin',"107B Commercial Street, London E1 6BG England",+44 7812 334549,http://www.comelimewithus.com,£4 - £12,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Drinks"
Palms of Goa,"12 Charlotte Street Opposite to Charlotte Street Hotel, London W1T 2LU England",+44 20 7636 1668,http://www.palmsofgoa.com/,,,
Morso Abbey Road,"130 Boundary Road, London NW8 0RH England",+44 20 7624 7412,http://www.morsolondon.co.uk/,,,
Terra Rossa,"139 Upper Street, London N1 1QP England",+44 20 7226 2244,http://www.terrarossa-restaurant.co.uk,,,
Smith & Whistle,"The Park Lane 112 Piccadilly, London W1J 7BX England",+44 20 7499 6321,http://www.smithandwhistle.com,,,
The Ledbury,"127 Ledbury Road, London W11 2AQ England",+44 20 7792 9090,http://www.theledbury.com,,,
